"C_ID","C_Age","C_Education","C_Gender","C_MonthlyIncome","C_MonthlyFamilyIncome","C_HomeOwnershipStatus","C_RelationshipStatus","C_NumberofDependants","C_EmploymentType","C_FirmSize","C_Industry","C_FinancialLiteracy","C_FinancialInstitution","C_PersonalFinancialAdvice","C_TotalVoluntarySuperContribution","App_Tenure","App_AverageDailySessionTime","App_FrequencyOfDecline","App_ContributionTriggerAmount","App_NumberoftimeContributionTriggerAmountChanged","App_RoundUpWholeAmount","App_ShowTutorial"
"ed9e8bb1-7082-456f-b2ca-96a48208aea0",59,"P","F",12914,32285,"N","M",2,"P","M","EDU","M","CBU","Y",2970,28,0,"L",10,68,1,"Y"
"f5bb9494-5430-4968-89d7-58d8bc5ae6c3",53,"B","M",10862,27155,"N","M",3,"P","M","AFF","M","BTS","Y",2498,12,3,"L",10,26,1,"Y"
"02e5dbb8-d0f5-4305-854f-eaba5d284d9a",21,"D","F",9124,20073,"N","O",4,"C","M","TNT","M","STG","N",945,8,44,"H",10,87,1,"N"
"36d22f14-3229-4a44-a9fd-9aef379d4912",55,"H","F",14289,25720,"Y","M",5,"C","P","FSS","M","CBA","Y",3287,6,12,"L",10,5,1,"Y"
"b29828a3-7bc9-4c0d-bce7-1776a155805b",34,"D","F",6688,6688,"N","S",1,"P","S","CON","L","AMEX","N",669,11,9,"H",10,83,1,"N"
"dcd7f17b-130f-479c-8fcc-d04aa2637623",48,"H","F",16882,16882,"N","S",1,"P","M","MAN","M","CBA","Y",0,18,37,"H",10,46,0,"N"
"6c2e5264-bb95-4ef6-8e09-b37e84463d9a",53,"B","M",16493,16493,"Y","O",2,"P","P","EDU","H","BBL","Y",3299,22,22,"L",10,16,1,"Y"
"a594b82b-8e41-4c2f-90b6-ad111ccc0ed2",33,"B","F",6434,6434,"N","S",1,"C","P","FSS","H","CBU","N",643,12,44,"H",50,11,1,"N"
"f0b64301-6f2b-4ebb-be4c-62a217416cbd",48,"H","M",12363,30908,"N","O",2,"P","M","HAC","M","HPL","Y",2473,7,19,"L",10,13,1,"Y"
"62bde9e0-75a3-46e7-858e-79ae633de7d0",53,"H","F",18797,41353,"Y","M",6,"P","M","IMT","H","CBU","Y",4323,23,49,"L",10,57,1,"Y"
"188f6636-201b-4bb4-9c24-ee3d3a68edb9",60,"M","F",14620,26316,"Y","O",5,"P","S","CON","M","SUN","N",2924,5,16,"M",50,96,1,"N"
"d35d7464-dc92-4036-9b89-e9e20f143be0",35,"M","F",8339,20848,"N","M",2,"P","P","TNT","L","WBC","N",959,2,27,"M",10,22,1,"N"
"9a12c059-9eff-41ed-8071-3eb3da3cf15c",33,"B","F",8210,20525,"N","S",5,"P","M","FSS","M","CUA","Y",473,2,7,"H",10,61,1,"N"
"b0b043bd-61d5-462a-a25f-b3a5f1f598cf",51,"B","F",18558,46395,"Y","M",4,"C","S","EGW","L","CBA","Y",4269,6,29,"L",10,20,1,"Y"
"9b1ec53c-8a67-433b-b2cb-c7fdcfd1c157",55,"B","M",11885,29713,"Y","M",6,"C","S","IMT","M","FMC","N",2871,2,17,"L",10,65,1,"Y"
"09ef1c04-5b3d-4a64-ac3c-0cedfef65fef",25,"M","F",17577,17577,"Y","S",1,"C","P","HOS","H","CUA","N",879,25,42,"H",10,61,1,"N"
"4c9f1c9d-f666-4210-843b-87e11b4323f9",29,"P","F",4600,10120,"N","O",4,"C","M","TNT","L","HPL","N",230,17,25,"H",10,48,1,"N"
"e1b5c449-5893-4f40-9047-26c15b7ce388",52,"H","M",16019,40048,"N","O",1,"P","P","THR","M","ANZ","Y",3204,25,13,"L",10,85,1,"Y"
"bd9b644f-bb5d-4b4e-b7e2-877a17778747",36,"P","M",9873,9873,"N","O",5,"P","S","CON","L","AMPS","Y",987,16,25,"M",10,30,1,"N"
"d696fdb5-9587-4d4e-836c-5c38893f8b96",43,"H","F",11111,27778,"Y","M",5,"C","M","EGW","M","CSP","Y",2555,28,41,"L",10,94,1,"Y"
"2051cc14-6f9f-47a6-b144-f2d11a256f52",43,"B","F",8328,18322,"N","O",1,"C","M","MAN","M","MTP","Y",416,4,4,"H",10,8,1,"N"
"cd7401ac-e713-48af-b6b4-9718cd14b581",38,"M","F",7896,19740,"N","S",3,"C","M","THR","L","DBL","N",0,20,12,"H",0,52,0,"N"
"e224a13c-ef9a-40b7-b181-435ec968af76",24,"B","F",9712,9712,"Y","S",1,"P","M","WHT","M","FMC","Y",971,12,52,"M",10,62,1,"N"
"96bd3a8b-d1bb-4289-a876-140563c55773",42,"M","F",15312,38280,"Y","M",6,"P","P","EDU","H","CMC","Y",2642,20,23,"L",10,51,1,"Y"
"b6725c33-5842-4076-b2f6-ba142ff03f88",22,"B","M",5384,10768,"N","M",6,"P","S","FSS","H","NAB","N",866,14,17,"M",10,78,1,"N"
"602d7dba-9fb2-42fb-8928-8a651cfbe568",60,"B","F",10166,22365,"Y","O",5,"C","S","RET","M","PSP","Y",2033,3,11,"L",10,73,1,"Y"
"a60a8041-937f-4e66-a752-ed41b0cc012d",23,"B","M",5544,5544,"N","S",1,"C","S","CON","L","WST","N",0,10,57,"H",0,53,0,"N"
"ac186b5e-3651-401a-9b4a-e85b6ad09ef7",50,"B","M",14141,35353,"Y","M",8,"P","P","EGW","H","WBC","Y",4553,9,4,"L",10,74,1,"Y"
"9a7d8606-d99f-4bb6-81df-773f0be09a0b",41,"B","F",17734,17734,"Y","S",1,"P","M","HOS","H","MTP","N",2660,2,38,"L",10,14,1,"Y"
"ac087c04-89fd-4564-afa4-f863623c850b",41,"B","F",12139,30348,"Y","M",2,"P","S","HAC","M","ANZ","Y",2792,19,28,"L",10,8,1,"Y"
"2d8fe597-9053-4de6-96d7-b044cc68f78e",50,"D","M",14774,14774,"Y","O",7,"P","P","CON","M","PIB","Y",2955,8,35,"M",10,25,1,"Y"
"6b3d35a1-f1ec-4dd1-9e91-83715b2ba6e1",24,"P","M",5421,5421,"N","O",1,"C","P","FSS","L","PSP","N",0,21,24,"H",10,41,0,"N"
"6769483b-cd26-42e2-a95e-d81dd569e597",58,"M","F",14131,14131,"Y","S",1,"C","S","TNT","M","WBC","Y",2826,25,48,"L",10,39,1,"Y"
"f6ed6bbd-7f4e-465c-ada5-ba8dc028a71c",25,"P","M",5403,5403,"Y","S",1,"P","P","FSS","L","DBL","N",540,24,51,"H",10,44,1,"N"
"0ee83192-c47b-4eef-99c6-f33a27daed93",26,"D","F",6001,13202,"Y","O",1,"C","P","HOS","L","RAMS","N",300,14,45,"H",10,62,1,"N"
"af8becdd-00ab-4c75-afda-d684a6b38539",51,"P","M",18667,46668,"Y","S",8,"P","P","TNT","M","BSA","Y",0,29,13,"H",10,43,0,"N"
"f6369c3c-53c0-43aa-a6be-8a68796d6e05",38,"H","F",9499,23748,"Y","M",5,"C","P","FSS","M","CMC","Y",1093,14,57,"M",10,61,1,"N"
"07871b26-4e3f-4b6a-86b3-d204372b0cad",52,"M","M",10892,19606,"Y","O",4,"P","S","TNT","H","BSA","N",2178,6,60,"M",10,20,1,"N"
"8a743729-f97f-4c60-b873-16328adb8ea7",24,"B","M",6680,13360,"N","M",3,"C","P","WHT","L","SUN","N",538,28,50,"H",10,46,1,"N"
"26804c6e-0d28-44a0-b527-f54b163b0db6",60,"D","F",9771,9771,"N","S",1,"C","P","CON","M","CSE","Y",1954,18,48,"H",10,22,1,"N"
"fcb903b1-0e98-4b33-9f09-67c7ca8f7d7a",39,"M","M",9025,22563,"N","O",3,"C","P","IMT","M","BOM","Y",903,3,31,"M",10,12,1,"N"
"895bbc8a-92f0-403e-a81b-b92d6175d702",52,"M","F",15593,38983,"Y","M",4,"P","S","FSS","H","BOM","Y",3587,9,0,"L",10,18,1,"Y"
"4ec66f3f-65bc-4773-a44a-55fff556a738",29,"B","M",4954,4954,"N","S",1,"P","S","TNT","L","MLC","N",248,15,20,"H",10,34,1,"N"
"8e5c2cb9-9989-460a-bb7b-fa9f703de0f8",52,"B","F",10763,10763,"Y","S",1,"C","M","FSS","M","MTP","Y",2153,17,18,"L",10,22,1,"Y"
"6e2d8cec-d0e0-4b41-8da6-20d202674e2b",54,"M","M",17323,17323,"Y","S",1,"P","P","HAC","H","CTI","Y",3465,5,31,"L",10,59,1,"Y"
"0aa009d1-7dcb-40a1-9b74-88ed582a7958",37,"M","F",13097,23575,"N","M",6,"C","S","EGW","M","FLY","N",753,12,0,"H",10,94,1,"N"
"8ab4f922-35ae-408b-952c-f39b1ae3d403",58,"P","M",14585,36463,"Y","M",2,"C","M","IMT","M","CSE","Y",4696,9,24,"L",10,8,1,"Y"
"dbe188ff-4f4a-4b6c-9153-20cfbbde97c2",28,"B","M",4181,4181,"N","S",1,"P","M","AFF","L","BQL","N",418,28,48,"H",50,81,1,"N"
"04063f7a-6f84-42fc-9f00-034ec6801ada",24,"D","F",9250,20350,"N","O",4,"C","P","WHT","M","SUN","N",946,17,56,"H",10,68,1,"N"
"445d3e0b-73e2-49d2-bf7d-7b7e973af210",58,"M","M",13679,24622,"Y","M",2,"P","S","IMT","M","IOOF","Y",4405,4,35,"L",10,3,1,"Y"
"771fb586-ed75-4a97-97af-6b61707999f1",44,"D","M",13908,13908,"Y","S",1,"C","S","HAC","M","STG","Y",695,9,35,"H",10,8,1,"N"
"0e406248-8adb-4509-9fab-f9bf67b19f1a",22,"D","F",7808,7808,"N","S",1,"C","S","FSS","L","WBC","N",390,7,41,"H",10,82,1,"N"
"55742c75-06cc-4733-a199-4e63a77a69dc",26,"B","F",4669,4669,"N","S",1,"C","P","TNT","L","FMC","N",0,9,49,"H",10,41,0,"N"
"fb72db26-68d3-4550-b2cc-285a59bb5a95",43,"M","M",16034,40085,"Y","O",6,"C","P","AFF","M","NAB","Y",3207,30,47,"L",10,41,1,"Y"
"1cf6aae9-ee08-4217-bfb2-146ad5fd880c",53,"D","F",9084,19985,"N","S",4,"C","M","WHT","M","AMPS","Y",0,5,29,"H",0,39,0,"N"
"6641908d-4e68-4763-bb1a-6d96acbac095",38,"D","M",7220,12274,"N","M",7,"C","P","WHT","L","FLY","Y",581,25,9,"H",10,55,1,"N"
"59ccba09-8551-4d39-9e20-207c12d98131",49,"M","M",10571,10571,"Y","S",1,"P","S","IMT","M","VFL","Y",2114,23,57,"L",10,26,1,"Y"
"17da13c2-37c2-434c-b2b6-f6324a897b17",47,"D","F",8319,18302,"N","M",2,"C","M","MAN","M","BTS","N",1914,13,49,"M",10,44,1,"N"
"77ed2d05-d69b-42bd-84e2-7b7e251825bc",38,"D","F",8082,12123,"N","S",2,"P","S","WHT","M","DBL","N",465,20,18,"H",10,55,1,"N"
"f594e29b-1c9f-4c47-94db-f79914555901",21,"B","F",4537,9074,"N","O",6,"C","S","EGW","L","BSA","N",454,10,37,"H",10,17,1,"N"
"20e3b720-a821-4360-9e68-8c8d12eb1f56",28,"M","M",5823,5823,"Y","O",7,"C","P","CON","L","DBL","N",291,20,57,"H",10,7,1,"N"
"780df983-bdc1-4f42-9b42-fccf476c6ced",24,"M","M",9369,9369,"N","O",6,"C","S","THR","M","HAS","Y",468,26,44,"H",10,10,1,"N"
"dad846ca-08f1-41fb-b7d8-edab77f85927",20,"B","M",4840,4840,"N","O",2,"P","S","AFF","L","ING","N",484,14,50,"H",10,90,1,"N"
"fd28cb92-0a99-4cc5-bd64-97dd2d93fbe3",30,"P","M",7297,18243,"Y","M",5,"P","S","IMT","M","HAS","N",840,30,8,"M",10,18,1,"N"
"77108231-4121-495c-af62-37f078958ea4",59,"M","M",13637,13637,"Y","O",2,"P","P","IMT","M","HSB","Y",2727,4,49,"L",10,55,1,"Y"
"13a22bc5-7486-43ff-931a-cb83c57ad092",24,"D","M",17894,17894,"N","S",1,"C","S","MAN","H","MLC","N",0,30,34,"H",10,47,0,"N"
"e24b1694-27c1-4e67-9336-6b38aaeb9483",31,"M","F",7843,19608,"Y","M",5,"C","S","FSS","L","CBU","N",902,14,9,"M",10,71,1,"N"
"f7270001-daaf-4b37-be0e-5e5560494d34",22,"D","F",5446,10892,"Y","O",7,"P","P","AFF","L","HAS","N",545,25,24,"H",10,9,1,"N"
"bc593ff6-504f-42e0-a1b7-58e3c8aee4cf",47,"B","M",17691,44228,"Y","M",7,"C","S","THR","M","VFL","Y",5696,19,36,"L",10,84,1,"Y"
"966dd50f-618c-4b86-ad3e-f7913d568634",52,"M","F",12684,12684,"Y","S",1,"C","P","AFF","M","BTS","Y",1903,20,55,"M",50,68,1,"N"
"c8b9247e-e252-4f7d-84a2-c18d347bfeb6",58,"B","F",19752,19752,"Y","S",1,"C","S","HAC","H","RAMS","Y",3950,24,37,"L",10,70,1,"Y"
"805b7780-d02d-40ce-be53-779657e507fc",46,"B","F",16855,16855,"Y","S",1,"C","S","IMT","H","WST","N",3371,10,48,"L",10,80,1,"Y"
"7af8cc12-36b3-471f-a28b-0467d32d8b25",59,"B","F",10217,25543,"Y","O",6,"P","S","IMT","M","NAB","Y",2043,8,51,"L",10,94,1,"Y"
"566184c8-2ec9-44db-a1f4-de9ebed59f3a",54,"P","M",13243,13243,"Y","O",6,"C","S","RET","M","CBU","Y",2649,22,49,"L",10,19,1,"Y"
"288d116d-a6a9-4034-84e1-b8e325261c28",49,"B","F",9799,21558,"Y","S",0,"C","P","EDU","M","BWA","Y",0,20,53,"L",10,74,0,"N"
"ae87dc5d-90bf-4aad-b0d4-50bc6d8d5c7a",45,"P","F",19208,48020,"Y","O",2,"C","M","EDU","L","DBL","Y",3842,22,12,"L",10,47,1,"Y"
"1ec5ef81-434f-4340-afe3-bd57685ce59f",43,"B","F",6586,14489,"N","O",5,"C","S","MAN","L","MLC","Y",329,13,53,"H",10,92,1,"N"
"c9bc0456-c69f-4967-b349-89c3ab6150af",51,"H","M",16505,16505,"Y","O",6,"C","S","HOS","M","MTP","Y",3301,15,47,"L",10,24,5,"Y"
"5d7971b6-5bc9-4030-b1b2-90309b626683",33,"D","M",9401,9401,"N","S",1,"P","M","EDU","M","VFL","N",470,20,26,"H",10,84,1,"N"
"8cdf3f8d-af66-43a4-bd76-7c21c00e9831",31,"D","M",7708,19270,"N","M",3,"P","P","CON","L","ANZ","N",620,21,14,"H",10,28,1,"N"
"a061f310-308d-40cf-ad45-b3f861324337",26,"B","M",5880,11760,"N","S",5,"P","S","TNT","L","HSB","Y",0,11,60,"H",0,36,0,"N"
"f6b42069-2aa9-4fc4-b010-04f188a9af85",55,"M","M",13357,13357,"Y","S",1,"P","P","HOS","M","CUA","Y",2671,2,50,"L",10,91,1,"Y"
"e7772ed7-28bc-4fb3-a134-78cdefb94746",35,"M","F",9549,9549,"Y","S",1,"P","M","MAN","M","MEB","Y",955,6,53,"M",10,33,1,"N"
"6b7d99f6-c4eb-4529-9d61-ec10341ccaaf",58,"D","F",13476,13476,"Y","S",1,"C","S","IMT","M","BSA","Y",0,18,52,"H",0,92,0,"N"
"2382d0e2-69f9-4892-a397-e22a6b3bf328",25,"B","F",4397,9673,"Y","O",1,"C","S","HOS","L","MEB","N",220,22,45,"H",10,55,1,"N"
"d49004ad-c3ce-4548-8d36-c7948776a935",35,"M","M",7465,18663,"N","M",1,"P","S","HOS","L","VFL","N",1203,27,48,"M",10,27,1,"N"
"f6c0d553-819f-4c43-95b9-778d0962630b",27,"M","M",5747,11494,"Y","O",5,"C","M","EDU","L","HAS","N",575,17,39,"H",10,54,1,"N"
"0e5a65a2-53b3-418c-b783-1023fc68faa7",50,"B","F",4240,9328,"N","O",5,"C","P","HAC","L","SUN","N",412,26,37,"H",10,50,1,"N"
"4d836e8b-401b-4ed7-9419-2fb62716bddc",27,"H","M",5151,11332,"N","S",7,"P","P","MAN","L","ANZ","N",415,2,43,"H",10,22,1,"N"
"86ea5664-ffc7-4524-beec-116ef47dd4d8",38,"B","F",9886,9886,"N","S",1,"C","S","FSS","M","HPL","N",494,17,50,"H",40,9,1,"N"
"ba9d618b-6cc7-47f1-bbe2-fc5a226652ec",44,"D","M",13226,33065,"Y","M",7,"C","M","MAN","M","STG","Y",4258,23,17,"L",20,40,1,"Y"
"5fb0b12e-45de-4345-9338-07d988f4cab1",45,"H","F",10713,23569,"Y","O",3,"P","P","WHT","M","CSE","Y",536,21,28,"H",10,56,1,"N"
"1529f0a1-5663-4839-b1a6-80830eb6bcc5",59,"M","M",10865,19557,"Y","M",2,"P","P","HOS","M","BSA","N",3499,7,39,"L",10,17,1,"N"
"56708725-75e7-4d36-a492-97beef2b7e24",57,"P","F",19323,19323,"Y","S",1,"P","P","MAN","H","CUA","Y",3865,9,42,"L",10,74,5,"Y"
"25a010ad-6988-43e4-b286-5ad0bfc78852",57,"D","F",9810,21582,"N","S",8,"C","M","RET","M","BSA","Y",0,15,50,"H",0,3,0,"N"
"20a26657-7cb3-49c0-aeee-ece91c4904b1",53,"B","M",8001,8001,"N","S",1,"C","S","HOS","M","HSB","N",1600,24,36,"M",10,93,1,"N"
"389e3a64-5055-4d43-9ff1-ada188a522b3",43,"P","F",13017,23431,"Y","S",5,"C","S","HAC","M","AMEX","Y",0,5,11,"H",10,59,0,"N"
"213ce65e-931f-4b6a-a888-d459a8e7c64b",47,"P","F",9017,19837,"N","M",7,"P","P","RET","M","WBC","Y",2073,30,24,"M",10,31,1,"N"
"49d15f3d-de97-4a1e-93a2-b5fd6b530a88",33,"H","M",9331,20528,"N","M",2,"P","P","RET","M","AMPS","N",752,16,6,"H",10,45,1,"N"
"7c4af67a-fc50-47e7-ba23-40ce2589b907",20,"P","M",5363,8045,"N","S",2,"C","M","TNT","L","UBS","N",431,3,42,"H",10,81,1,"N"
"ebc401f0-6255-4528-bd51-46fff51579af",47,"M","M",11832,29580,"Y","O",8,"P","M","HAC","M","FLY","Y",2366,4,37,"L",10,67,1,"Y"
"f0e93053-be67-41e8-ab15-4a1ac51bc8be",20,"B","M",4166,8332,"N","O",4,"P","M","FSS","L","BSA","N",417,9,24,"H",10,39,1,"N"
"1f9e3b2a-1050-4202-a577-d7200a2275a1",21,"B","M",5771,5771,"Y","O",6,"C","M","FSS","L","RAMS","N",289,25,22,"H",10,91,1,"N"
"007e3f97-1be7-4981-9a35-4b7680b3a4fd",56,"B","M",18357,18357,"N","S",4,"C","S","HOS","H","CBA","Y",0,9,16,"H",0,57,0,"N"
"4c749fad-86d0-4037-90c1-fa301ec60f22",37,"M","M",9094,20007,"N","M",1,"P","P","MAN","M","AMPB","N",733,17,2,"H",10,23,5,"N"
"3ec11c5b-462f-4cc1-a47b-fd77e9b708ff",60,"P","M",11302,20344,"Y","S",3,"C","P","WHT","M","AMEX","Y",0,22,46,"H",0,61,0,"N"
"380a47e6-5a36-4dc1-84a1-e420ad08dfb9",37,"M","M",7778,7778,"N","S",1,"P","P","EDU","L","PIB","N",389,25,1,"H",10,27,1,"N"
"f764a620-ac90-4b16-9233-9845776ae454",39,"P","M",9275,23188,"N","M",0,"P","P","CON","M","SUN","Y",1067,30,56,"M",10,97,1,"N"
"f711673d-0673-44bd-b0cc-5c6df1acf09f",24,"M","M",9852,9852,"N","S",1,"C","M","FSS","M","CSP","Y",985,25,44,"M",10,33,1,"N"
"b67f7555-c5a9-4854-ad3e-76c7b3327015",54,"H","M",13709,13709,"Y","O",1,"P","S","WHT","M","CTI","Y",0,24,36,"H",0,75,0,"N"
"0579c3a1-f044-4f22-85bf-4edf37dc39cd",60,"D","M",8567,8567,"Y","S",1,"C","P","EDU","M","STG","N",1713,27,24,"M",30,90,1,"N"
"21d999b8-aeb9-453d-9352-b305e712f9ab",44,"B","F",7816,7816,"Y","S",1,"C","M","THR","L","CBU","Y",391,29,55,"H",10,95,1,"N"
"4ce962ca-8955-40c7-9b4e-d19559b81136",50,"M","M",12887,12887,"Y","O",1,"P","M","EDU","M","CBU","Y",2577,15,18,"M",10,72,1,"Y"
"092a80a3-5d3f-4ff0-a154-80c1e672ab67",42,"D","M",16995,16995,"Y","S",1,"C","M","MAN","H","DBL","N",850,11,20,"H",10,67,1,"N"
"0238dcdd-bffa-4729-b781-646e9e8979e8",55,"H","M",19173,19173,"N","M",4,"P","P","FSS","H","MBL","Y",6174,27,51,"L",10,97,1,"Y"
"dbb23bd5-8e47-46bf-bbb4-1ff1381d14e2",36,"D","F",8146,20365,"Y","M",1,"C","P","RET","L","PSP","N",937,4,1,"M",10,76,1,"N"
"c5fc0c28-13bd-4b18-9d00-51b92683bfdd",30,"B","F",8513,21283,"N","M",8,"C","S","TNT","L","CBU","N",979,6,23,"M",10,89,1,"N"
"daffacd5-26ee-46de-937c-f6dfb140a9c1",33,"P","M",7160,17900,"Y","M",5,"C","S","HAC","L","BBL","N",1153,15,26,"M",10,43,1,"N"
"a81fb6f1-8309-431a-9405-152ea1c79559",56,"B","F",17754,44385,"Y","O",4,"P","S","IMT","L","UBS","Y",3551,26,15,"L",10,23,1,"Y"
"68d21b18-300a-40ed-82d4-c3c6c85fde4d",50,"M","M",14928,32842,"Y","S",2,"P","S","HAC","M","CBU","Y",0,30,45,"H",10,25,0,"N"
"d258d631-bb14-4794-979d-13bdf6c572ab",33,"M","M",6263,6263,"N","O",1,"C","P","CON","L","WST","N",626,2,28,"H",10,12,1,"N"
"122d7a93-821a-432d-8d3c-45289395eeb4",23,"D","F",7913,17409,"N","O",2,"C","S","EDU","L","AMPB","N",396,10,42,"H",10,42,1,"N"
"3ffbc1bf-7c33-4cb5-9418-fe50d27cbcff",42,"D","O",11993,11993,"Y","O",6,"C","M","IMT","M","RAMS","Y",600,27,16,"H",10,37,1,"N"
"e03167db-3c08-4ee5-9910-aa5e7836d243",59,"B","M",19343,48358,"Y","O",4,"C","P","EGW","H","CSE","Y",3869,17,58,"L",10,88,1,"Y"
"b7b823c0-55c5-4bd3-9ff9-f0f0eb05a564",56,"P","M",19912,19912,"Y","S",1,"C","P","WHT","L","CBA","Y",3982,30,54,"L",10,90,1,"Y"
"da9bdbed-1803-4fd1-b7df-953434b51170",53,"D","M",18636,18636,"Y","O",4,"C","S","AFF","H","ING","Y",3727,5,51,"L",50,66,1,"Y"
"1fe3ae68-6792-46c0-9d7a-a39ceb83d85b",22,"B","M",4432,4432,"N","O",7,"C","P","MAN","L","CBU","N",222,10,59,"H",10,99,1,"N"
"e9b1e15a-0202-457d-8544-e216d22a259b",34,"H","F",6281,12562,"Y","O",2,"P","S","CON","L","IOOF","N",628,4,31,"H",10,43,1,"N"
"bf31107e-caa9-400e-852b-a12fd560f07b",46,"B","F",11905,11905,"Y","S",1,"P","M","THR","L","IOOF","Y",2381,18,30,"L",10,50,1,"Y"
"acabeca4-401e-46fc-8885-a89ba8b6814f",27,"H","F",5763,11526,"N","M",4,"C","P","MAN","M","HSB","N",662,23,18,"H",10,57,1,"N"
"51907c8b-0faa-447b-b096-114867574eaf",36,"M","M",8927,8927,"N","O",0,"C","P","HOS","M","VFL","N",446,11,20,"H",10,45,1,"N"
"cfbc5cd4-985c-4e7b-bee0-2b483ec860bc",59,"M","F",14252,14252,"Y","S",1,"P","S","HAC","M","WBC","Y",2850,9,35,"L",10,1,1,"Y"
"eda3f0f3-637e-4940-930c-94d364565a5e",28,"H","M",5936,5936,"Y","S",1,"C","P","EDU","L","BOM","N",594,9,20,"H",10,6,1,"N"
"2e1da5bf-4e43-47fb-80c3-0d7d9f992b87",45,"D","M",15819,15819,"Y","S",1,"C","P","HOS","H","BQL","Y",791,9,57,"H",10,4,1,"N"
"4b2a4bdb-f158-4f31-b90c-761a6ab0d019",33,"P","M",6439,14166,"N","M",0,"P","M","WHT","L","ING","N",518,22,13,"H",10,85,1,"N"
"a1465227-5653-4c96-8c46-e7a25dc45030",47,"B","F",14305,35763,"Y","O",7,"P","M","RET","M","SUN","N",0,29,21,"H",0,23,0,"N"
"60626d6b-5eea-4bb8-bf58-bfb04081f49b",51,"M","M",12862,12862,"Y","O",8,"P","P","IMT","M","AMPB","Y",4572,13,45,"L",10,53,1,"Y"
"3f86a4e5-f6d8-4391-a833-bf9f1808fdf9",28,"P","F",5456,5456,"N","S",1,"C","M","MAN","L","WST","N",273,29,10,"H",10,72,1,"N"
"9a03fb35-5e23-44cb-9275-9d7df3425d08",22,"H","F",4978,4978,"N","S",1,"C","P","FSS","L","AMPS","N",498,18,30,"H",10,44,1,"N"
"88b2f182-ce59-4d73-aaea-c8b31e0b1e80",42,"P","M",17349,17349,"Y","S",1,"P","P","EGW","H","IOOF","N",867,11,41,"M",10,41,1,"N"
"50f7a539-24b1-403c-bbe5-d251dd8dd749",50,"M","M",18172,32710,"Y","M",6,"P","M","THR","H","MTP","Y",5851,11,3,"L",10,66,1,"Y"
"aa8db1f9-37bb-4cfc-b553-2aaa7ddebbe0",20,"H","F",4506,9012,"N","O",0,"P","S","WHT","M","HPL","Y",451,20,52,"H",10,39,1,"N"
"8842fbae-b424-44d9-9ca0-4142927789fb",26,"M","M",4547,4547,"N","S",1,"P","M","MAN","L","CBA","N",227,13,56,"H",10,67,1,"N"
"b7c0d36a-80fe-4a73-a2bf-702fd58dd9c9",37,"P","M",9763,9763,"N","S",1,"C","S","RET","M","HSB","Y",976,24,31,"M",10,52,1,"N"
"c0a59f76-2b55-4267-991d-eaa459e21c75",59,"D","F",10618,10618,"Y","S",1,"P","P","WHT","M","BTS","Y",2124,30,7,"L",10,7,1,"Y"
"0e5ac648-a7ea-49f1-b969-8dea994e006c",49,"D","M",6579,6579,"N","S",1,"C","M","IMT","L","RAMS","N",1316,15,14,"M",10,32,1,"N"
"261c325b-5479-4b7d-9755-751bf8972c7d",56,"D","F",8591,18900,"Y","M",3,"C","P","MAN","M","STG","Y",1976,24,29,"H",10,73,1,"N"
"42ef86ec-8292-4088-8b4a-2703ebe6ab47",46,"B","F",15961,28730,"Y","M",6,"C","S","IMT","H","MEB","Y",3671,30,5,"L",10,26,1,"Y"
"ff9db117-129a-42fd-8837-97d466b6c4b6",37,"B","M",6212,6212,"N","S",1,"C","S","HAC","M","AMPS","N",621,30,45,"H",10,39,2,"N"
"798987d4-acf4-4b59-8a41-5f2805739c24",21,"B","F",5723,8585,"N","S",4,"P","P","IMT","L","VFL","N",329,14,44,"H",10,69,1,"N"
"a7cf307d-1452-4f19-a4ec-d2a54af36e84",28,"H","F",5567,11134,"N","M",8,"C","P","MAN","L","MLC","Y",641,12,24,"H",10,37,1,"N"
"9084004f-a2e1-4fd1-a56d-5eb4e4f3ee51",28,"D","F",4216,8432,"N","O",7,"P","S","HAC","L","PIB","Y",422,3,5,"H",10,73,1,"N"
"29d0041b-6128-492a-87ea-9c73cb057785",24,"B","F",9095,20009,"N","M",0,"C","P","FSS","M","VFL","N",523,22,28,"H",10,71,1,"N"
"1664666d-3b02-4b8f-8349-fa31266e999a",60,"B","F",7602,16724,"N","O",5,"C","P","EGW","L","CSE","N",1520,20,37,"M",10,37,1,"N"
"fe1d99bf-b6df-4e20-84cf-bdbf702c9183",59,"H","F",18273,45683,"Y","M",1,"C","P","EDU","H","FLY","Y",4203,21,30,"L",10,38,1,"Y"
"95c9da32-85ad-46be-bcc8-81aa76d6a4ee",23,"D","M",5543,5543,"N","S",1,"C","M","HOS","L","CTI","Y",554,2,20,"H",10,20,1,"N"
"1ba84c95-0a5e-4609-ae89-02a839f9bc03",58,"D","F",6797,14953,"Y","M",2,"C","S","THR","L","IOOF","Y",1563,4,2,"M",10,19,1,"N"
"c828f40b-93cf-49e1-881a-56787589461e",38,"D","M",9136,22840,"N","M",8,"P","S","MAN","M","MBL","Y",1472,11,35,"M",10,20,1,"N"
"897c6301-1151-4ff3-a0df-66a4579430bf",51,"B","M",17314,17314,"Y","O",6,"C","M","IMT","H","FLY","Y",3463,7,45,"L",10,9,1,"Y"
"9372b637-7ee7-45d6-892a-a7d30786fb87",28,"B","M",5021,5021,"N","O",6,"C","S","HAC","L","BQL","N",502,17,17,"H",10,17,1,"N"
