"C_ID","C_TotalVoluntarySuperContribution","C_Age","C_Education","C_Gender","C_MonthlyIncome","C_HomeOwnershipStatus","C_RelationshipStatus","C_NumberofDependants","C_EmploymentType","C_SalarySacrifice","C_FinancialLiteracy","C_PersonalFinancialAdvice","App_SatisfactionRating","App_Tenure","App_AverageDailySessionTime","App_ShowTutorial"
"c09b83e2-f815-48d2-a6c9-f2fc5f991cdf",2874,49,"M","F",14368,"Y","M",0,"C","Y","H","Y","H",12,41,"Y"
"ea210979-1744-4e55-8910-06e2b904356e",636,30,"P","M",3222,"N","O",3,"C","Y","L","N","L",7,46,"N"
"9fb728e1-e91e-4144-b32e-e2b38f24e12c",209,20,"H","F",2710,"N","S",1,"P","N","L","N","L",14,59,"N"
"20ea099d-5222-452c-8193-0fc6f48bda28",36,27,"M","M",8771,"Y","S",1,"C","N","L","N","L",15,2,"N"
"e5879930-0ca9-4314-8287-8bb45a1ae8ef",2688,47,"D","F",13441,"N","O",1,"P","Y","H","Y","L",19,53,"Y"
"5183178e-38c0-44a3-89d7-73168341aca6",2251,56,"B","F",11253,"Y","M",0,"C","Y","H","Y","H",9,9,"Y"
"0828f03d-abd7-44a5-9cd1-de8cfa50a55d",947,30,"B","F",4737,"Y","S",1,"C","N","L","N","L",4,53,"N"
"fcddcd10-62fd-4356-bd86-3e31bb5af9f3",810,37,"D","F",4048,"Y","O",0,"C","Y","M","N","L",16,7,"N"
"72d3fbf2-ba49-451e-8224-678f461627dc",263,28,"P","F",3801,"N","O",3,"P","Y","L","N","L",11,55,"N"
"96bd3a8b-d1bb-4289-a876-140563c55773",2486,42,"M","F",12428,"Y","M",6,"P","Y","H","N","H",20,23,"Y"
"df79843a-92b0-40b5-bfaf-7b469ae6239e",776,39,"B","M",6172,"N","S",1,"C","Y","L","N","L",15,38,"N"
"81c6d20d-b7d9-4269-b676-f492cfd801b5",2949,47,"P","F",14747,"Y","S",1,"C","N","H","Y","H",19,26,"Y"
"c35096a6-ccf3-48ff-af22-83e7aed02191",2231,46,"M","M",11156,"Y","M",6,"C","N","H","Y","H",26,16,"Y"
"10aa24ba-b978-4c7b-b6ac-53bb38a2d964",196,20,"D","F",4721,"Y","S",3,"C","N","L","N","L",29,59,"N"
"1816dd6a-ff27-40ae-865b-5405041b3f11",227,38,"M","F",11677,"Y","O",5,"C","N","L","N","L",8,14,"N"
"28a56244-a292-446d-93bf-b7c785d1c51c",41,37,"B","F",7135,"Y","S",6,"C","N","L","Y","L",3,11,"N"
"085d0c10-c207-45ef-9f75-5917f7d8e0e2",844,43,"D","M",4218,"Y","M",3,"C","N","L","N","L",13,5,"N"
"bfcb8b9e-6e27-4daf-964e-e3496d542751",2992,49,"D","F",14959,"Y","S",1,"C","Y","M","Y","L",7,35,"Y"
"805b7780-d02d-40ce-be53-779657e507fc",2803,46,"B","F",14013,"Y","S",1,"C","N","H","Y","H",10,48,"Y"
"62fee460-8e32-48cb-96dd-4b066fb31427",2923,46,"M","M",14617,"Y","O",3,"P","Y","H","Y","H",11,5,"Y"
"63b3de90-ea1d-4847-bd0c-43212585c4ca",122,23,"D","M",3316,"N","O",5,"P","N","L","N","L",23,44,"N"
"d70d6089-2771-4144-88e9-eba9500d88b9",298,25,"B","M",2976,"N","M",2,"C","Y","L","N","L",29,51,"N"
"dad7ef48-754a-43d8-ade7-3b513d43f6d7",53,60,"D","F",15664,"N","S",1,"C","N","H","Y","H",17,46,"N"
"cb493ec6-abb6-491e-b423-9044b436519d",517,24,"H","F",6201,"N","M",4,"C","Y","L","N","L",23,21,"N"
"5f69bab1-760b-4f9e-a6cb-8e9cbf8457ed",668,45,"H","F",11050,"Y","O",1,"P","N","L","N","L",12,44,"N"
"3da93510-1ce8-482a-864a-793cd3232fbd",435,31,"P","F",5635,"N","S",2,"C","Y","L","N","L",4,56,"N"
"e63a4f25-baa7-43e4-9f98-eb8c3034d9b5",734,31,"B","F",3980,"Y","O",7,"C","Y","L","N","H",2,11,"N"
"af93136e-3983-4c68-9471-b2fe7c3457d4",36,30,"B","M",5846,"N","S",5,"P","N","L","N","H",2,34,"N"
"ee7f03f7-72dd-446d-ba46-b138a291204a",245,22,"B","M",2445,"N","O",5,"C","Y","L","N","H",15,17,"N"
"00e51cbb-a7af-47e9-84db-2baf5d091075",1129,60,"H","F",6130,"Y","S",1,"C","N","M","N","L",8,53,"N"
"b1267217-97eb-456c-9b0f-612bc482e8ed",2937,54,"P","M",14686,"Y","O",6,"C","Y","H","Y","H",7,17,"Y"
"06c91014-3a7e-40d9-8b2c-fd68acdff622",209,30,"H","F",5551,"Y","O",2,"C","N","L","Y","L",7,41,"N"
"bb19fca8-9ba0-49e9-a350-b7d946cdab60",2789,52,"B","M",13944,"Y","S",1,"P","N","M","Y","H",2,40,"Y"
"0f33bbed-37e7-4ba4-863a-6f4a6f01672b",248,51,"B","F",4755,"Y","S",2,"C","N","L","Y","L",17,46,"N"
"4196db8a-7dcd-460b-92be-6bbdd8799237",1835,48,"M","M",9177,"Y","O",5,"C","N","H","Y","H",14,10,"Y"
"793a45b7-941e-4a73-8eba-c79b59466c4f",2334,49,"H","F",11668,"Y","O",6,"C","N","H","Y","H",5,51,"Y"
"68ee17b8-80b9-4427-b4db-368e87f066c3",255,29,"D","M",3734,"N","O",7,"C","N","L","N","L",26,60,"N"
"860669a6-45fe-42a8-99b8-e2b1243f6886",2415,54,"M","M",12075,"Y","S",1,"C","Y","H","Y","H",19,21,"Y"
"0db8ee56-a7d0-43e8-b7cd-b69ea3cd8f67",340,42,"H","F",5325,"Y","O",4,"C","N","L","N","L",6,54,"N"
"b2ecf9df-bca9-4d7e-9ea4-c5a050d4e685",217,25,"M","M",3024,"N","S",1,"C","Y","L","N","H",18,50,"N"
"356ad1e6-a970-47ec-ba2f-696fa2537c56",2058,47,"M","F",10291,"Y","M",1,"P","N","H","Y","H",10,28,"Y"
"6e77e8ce-8707-40da-8a5f-0cf89b0d1cb6",138,23,"B","F",3250,"N","S",5,"P","N","L","N","L",22,49,"N"
"85035277-ea5c-479f-af22-d64fa34b7114",2976,49,"P","M",14878,"Y","S",1,"P","Y","H","Y","H",2,37,"Y"
"bc4d4331-4752-48db-9149-66417e4b4a54",3065,43,"P","M",15327,"Y","O",3,"C","Y","H","Y","L",25,33,"Y"
"dae37c78-8c90-4b9a-81c2-10ab9048530b",273,24,"D","M",3760,"Y","S",1,"C","Y","L","N","L",14,12,"N"
"3ebe3bd0-7299-4169-8510-8f024c6c0796",360,31,"M","M",5364,"N","O",7,"P","Y","L","N","L",10,48,"N"
"d75a1bd6-896f-4876-ae4f-3dfa6ad5f0e3",1806,49,"B","M",9030,"Y","M",0,"P","N","M","Y","H",22,50,"Y"
"ad4f6dd0-670f-447d-b2a4-e5072eed34a4",1617,40,"M","F",12949,"Y","S",1,"P","Y","M","Y","L",14,58,"N"
"a0148761-0cf7-4eaf-b176-1d1b87602dc4",1763,55,"B","F",10229,"Y","O",0,"C","N","M","N","L",25,56,"N"
"26146a7f-6eff-412c-8eeb-102003eb3184",125,25,"B","M",4531,"Y","S",1,"C","N","L","N","L",27,2,"N"
"9f030609-aa6d-4547-a266-2093e43728ae",75,39,"B","F",7254,"N","S",1,"P","N","L","N","L",12,30,"N"
"bb17fe8b-3bb7-4429-ad5e-0496baaeb3be",476,29,"B","M",3481,"N","O",8,"P","Y","M","N","L",8,30,"N"
"9f6f8fe0-0d9d-4151-b395-0e66a1a8e934",205,20,"H","F",2661,"N","O",1,"P","Y","L","N","L",15,44,"N"
"1467620f-c7d7-4eca-9da7-44b2e9c036dc",1150,49,"D","F",5752,"N","S",1,"P","N","H","Y","H",3,60,"N"
"396242e8-a66b-4667-ace6-9b4d7baa2555",2222,56,"H","M",11111,"Y","M",3,"C","N","H","Y","H",17,57,"Y"
"2403df5a-2381-4e7c-9427-83e820b13dbb",98,38,"D","M",5484,"Y","S",1,"C","N","L","Y","L",25,9,"N"
"acabeca4-401e-46fc-8885-a89ba8b6814f",662,27,"H","F",4124,"N","M",4,"C","N","L","N","H",23,18,"N"
"f977a321-c760-4db2-bf23-cf56d35e87e6",1196,45,"M","M",5981,"N","M",3,"P","N","M","Y","H",23,14,"Y"
"c5fc0c28-13bd-4b18-9d00-51b92683bfdd",979,30,"B","F",6287,"N","M",8,"C","Y","L","N","L",6,23,"N"
"bd70bc80-a21b-4d33-aacb-50859fc7ad7b",3416,52,"B","F",17078,"Y","O",7,"C","Y","M","Y","L",7,34,"Y"
"49064bf2-4aac-462f-888d-bdb8cc72de20",357,37,"M","M",5594,"N","S",1,"P","N","L","N","L",5,57,"N"
"5d9f7ae0-0645-48de-b009-01ba2fd5545d",116,22,"B","F",2710,"N","S",0,"C","N","L","N","L",21,36,"N"
"2ced9875-81df-4f97-b337-49ac307a6277",29,22,"B","M",3147,"N","S",1,"C","N","L","N","L",29,19,"N"
"234aa4a4-b0e5-4385-ba09-c03cc89f82e9",224,26,"B","M",3796,"Y","S",1,"C","N","L","N","L",9,41,"N"
"2bf73e43-851c-47b2-8779-3bd337dafd24",29,23,"H","M",3153,"N","S",1,"C","N","L","N","L",14,57,"N"
"6bf8be83-9a2f-4323-bdb6-2b2dd04e7a69",500,37,"D","F",7838,"N","S",1,"P","Y","L","N","L",24,54,"N"
"7095d56e-ffa7-498e-868e-557dcd289ff8",1438,44,"B","M",14676,"Y","M",7,"P","Y","M","N","L",20,49,"N"
"39a68917-0c05-49db-8716-1a1568bfe2a8",2361,50,"B","M",11806,"Y","O",7,"P","N","H","Y","H",29,13,"Y"
"17308751-6090-4533-a693-e7f4cbfa0f80",352,43,"D","F",4444,"Y","O",4,"C","N","L","Y","L",9,51,"N"
"5b6a939b-9e0d-438b-aed4-1f3b41d48ae8",143,24,"M","M",3943,"N","O",8,"P","N","L","N","L",6,22,"N"
"309f95de-85ff-4bb5-9900-f705f1669808",1307,43,"D","M",13265,"Y","M",7,"C","N","M","N","L",18,51,"N"
"304dbfb7-e9b7-45ef-8da4-d4ca01bee63d",3361,50,"D","F",16803,"Y","S",1,"P","Y","H","Y","H",5,7,"Y"
"af877383-2db0-45ef-b6f7-cb998df1b4de",282,20,"D","F",3659,"N","O",1,"P","N","L","N","H",5,43,"N"
"990bf282-1234-4186-82b7-5bd53c4372d0",445,33,"B","F",6763,"N","S",1,"C","N","L","N","L",15,23,"N"
"98ed4c39-961e-4674-ad2d-5a1247c997f1",2213,41,"B","M",11897,"Y","S",1,"P","Y","H","N","H",25,22,"Y"
"578bda1d-45e6-4176-a8b1-06e4545f06fb",135,25,"H","F",3765,"N","S",1,"C","N","L","N","L",9,9,"N"
"3b32e4b0-6df7-4254-a87c-fb9b8422db5e",1116,44,"B","F",15946,"Y","M",5,"P","Y","M","N","L",26,28,"N"
"0aaa93df-5150-4c03-94e7-4cbfaab8536f",1116,50,"B","M",5580,"N","M",8,"P","N","M","N","H",20,56,"N"
"dc9ad631-2a69-48bb-a4cc-159101fcaf81",955,38,"P","M",7543,"Y","O",5,"C","Y","M","Y","L",26,17,"N"
"3fbbf9dd-c6a2-4071-a25f-4815d2f2299b",77,57,"H","M",15505,"Y","S",1,"C","N","L","N","L",27,22,"N"
"4efb6f3f-6c13-43fe-b79a-2f70d4ea1102",2982,60,"P","M",14911,"Y","M",6,"C","Y","H","Y","H",13,24,"Y"
"a050a341-e5dd-4179-bba2-42351278583f",1964,49,"B","F",11062,"Y","O",2,"P","Y","M","N","L",11,48,"N"
"e3dadf9a-0dde-4eb9-a3bd-6e1c3ded59c1",1797,55,"D","M",8985,"Y","S",1,"P","Y","M","Y","H",2,36,"Y"
"21941c5c-93be-4fb4-860c-4ace61aa2cf6",404,42,"P","F",6418,"Y","O",8,"C","N","L","N","L",29,35,"N"
"36885289-469f-4034-936f-cb4f81d71d63",3215,54,"D","M",16073,"Y","O",3,"P","N","H","Y","H",23,20,"Y"
"059e3875-9e5e-49e4-a1c7-0a85f8f9a9a6",661,30,"D","F",5315,"Y","O",7,"C","N","L","Y","L",27,12,"N"
"1758097f-9703-4157-8c18-29573b8fc59b",435,26,"D","M",5551,"Y","O",7,"C","N","L","N","L",7,28,"N"
"7742df05-898d-4c6d-a1db-1008e598bc43",494,35,"D","M",7632,"N","S",1,"C","N","L","N","L",11,41,"N"
"c99a3c42-7d9e-42c3-9e75-12558a3e7701",255,22,"D","F",3423,"N","O",1,"C","Y","L","N","H",11,3,"N"
"60be4108-635d-4e85-8689-91ef65b5c041",2509,60,"H","M",12547,"Y","S",1,"P","Y","H","Y","H",12,6,"Y"
"24a2494f-aaeb-4ab0-9eaf-e15e85a7afdc",489,38,"D","M",4536,"Y","O",8,"C","N","L","N","L",19,0,"N"
"82c8d140-851e-4183-a8c1-6e45bac267a6",229,28,"D","F",3310,"N","O",2,"C","N","L","N","L",23,16,"N"
"f773dd55-a219-41f7-8761-df9bbcbe4bd2",2204,58,"D","F",11021,"N","M",3,"P","Y","M","Y","H",7,9,"Y"
"9b9cc2aa-a846-463a-af63-f0140b084b2f",1118,36,"B","M",5591,"N","S",1,"C","Y","M","N","L",8,1,"N"
"993f9844-9483-4039-ba4c-c19be32cdd37",2818,59,"B","F",16634,"Y","S",1,"P","Y","H","N","H",28,60,"Y"
"5dcc9e29-810a-469f-94d9-11014e0a877b",3394,52,"B","F",16970,"Y","S",1,"C","Y","H","Y","H",13,15,"Y"
"6ed775c4-7aeb-4f95-8c21-2d5e829d02a5",38,37,"M","M",6633,"N","S",0,"C","N","L","N","L",7,4,"N"
"1b9a910b-6ef3-40c7-8421-8714919bf44d",1203,60,"D","F",6015,"Y","M",1,"P","N","M","N","L",5,30,"N"
"fac0662c-2cd0-43c5-8f99-a875fa4ec4e6",620,30,"H","M",3100,"N","O",4,"C","N","M","N","H",10,6,"N"
"2cb9f20b-c502-4bd2-aac7-a9418ba5be9c",2602,52,"D","F",13010,"Y","S",1,"P","Y","H","Y","H",22,60,"Y"
"f021071a-0de4-4356-965e-3ddc40742adf",407,28,"H","M",2033,"Y","M",0,"C","Y","L","N","H",13,4,"N"
"dea95e82-39c9-4992-87b8-c1b045cfff63",3143,42,"B","F",15716,"Y","S",1,"P","N","H","Y","H",25,30,"Y"
"860f89c3-406f-47fb-88d1-b6d846621fcd",327,22,"P","M",3265,"N","M",7,"P","N","M","N","L",27,0,"N"
"c1dc9584-76a0-48f6-ab4b-c5311fd04866",2778,57,"M","M",13888,"Y","S",1,"C","Y","H","Y","L",24,51,"Y"
"38df5e37-40f7-4121-9f60-132d8cde9e0c",577,44,"M","M",9475,"N","O",0,"P","Y","L","N","L",22,56,"N"
"380a47e6-5a36-4dc1-84a1-e420ad08dfb9",389,37,"M","M",6099,"N","S",1,"P","Y","L","N","L",25,1,"N"
"efa4eadc-819c-4053-bdf1-740f283c8267",967,39,"D","F",6099,"N","S",1,"C","Y","M","Y","L",8,56,"N"
"7e99e20e-7a4c-432c-9b34-8696039096e8",2648,53,"B","M",13240,"Y","S",1,"P","Y","H","Y","H",8,16,"Y"
"da1a692a-b1cc-4022-ad57-508deeeb6122",214,20,"P","F",2778,"N","O",7,"C","Y","L","N","L",2,9,"N"
"585e03be-1283-42a4-a6e6-a5059425a5b6",37,48,"B","F",9277,"Y","S",1,"P","N","L","N","L",12,37,"N"
"bd3d1b52-9703-4d43-a9ed-2334a3f63878",1211,40,"H","M",9697,"Y","O",3,"C","Y","M","Y","H",6,58,"N"
"29d0041b-6128-492a-87ea-9c73cb057785",262,24,"B","F",6277,"Y","M",0,"C","N","L","N","L",22,28,"N"
"a21f31a2-9c25-4ddd-950a-57eab9b9fb7c",2107,54,"B","F",12167,"Y","O",4,"P","N","H","N","H",16,42,"Y"
"dc7b6df2-8159-4c39-9c25-37c53a5d504a",210,22,"D","M",2820,"N","S",1,"C","N","L","N","L",10,47,"N"
"43948f2e-49cd-47e8-bd2b-deb53da46f95",619,40,"H","M",9924,"Y","S",1,"P","N","L","N","L",23,31,"N"
"cc356b65-93e9-4e95-9a9d-892069e94f19",1929,54,"H","M",9646,"Y","M",4,"P","N","M","Y","H",27,50,"Y"
"f067e807-33a3-4cf1-9d6e-3a28a5214a3a",1642,50,"M","M",8211,"N","M",3,"P","N","M","Y","H",13,9,"Y"
"f1b1cd17-71c4-44fb-aa90-a11ed15ac488",1206,40,"M","M",8056,"N","S",1,"C","Y","M","Y","L",5,23,"N"
"0fe92ec1-b68a-49e6-8b26-aa8b2b3fa69f",123,24,"M","F",4660,"Y","O",6,"C","N","L","N","L",26,11,"N"
"82b659b0-ef9a-462e-9b98-27d26afa529f",2829,56,"M","M",14145,"Y","O",2,"P","Y","H","Y","H",29,60,"Y"
"bbd7ae97-4456-492b-95c6-d3c29f4c1c86",2113,54,"D","M",10563,"Y","O",0,"P","N","M","Y","H",12,27,"Y"
"4d7f44f7-ce88-4d47-a13b-b11390ca5e69",3253,50,"P","M",16263,"Y","O",8,"P","Y","H","Y","H",25,31,"Y"
"d71ed2b0-9df5-4fe5-b525-ec5d9fa104ad",2387,44,"H","M",11936,"Y","M",2,"P","N","M","Y","H",20,15,"Y"
"30b262d7-7b79-4619-a3b6-5b7ac5163a9e",942,41,"B","M",15196,"N","S",1,"C","N","L","N","L",22,31,"N"
"7cfce5b0-d35d-4da5-85f0-a24bef1a562f",437,30,"B","F",5616,"N","S",3,"C","Y","L","N","L",15,34,"N"
"1ca8a1f9-31a0-477b-9b8a-64b99ad56ccb",21,25,"M","F",8645,"Y","S",1,"C","N","L","Y","L",29,2,"N"
"18d0d69b-6ead-48a6-ae03-a9275b44515d",529,39,"D","O",5441,"Y","M",5,"C","N","L","N","L",19,53,"N"
"e23fa67d-f671-4658-b666-e1914d4bef3a",3046,52,"P","F",15230,"N","O",6,"P","N","H","Y","H",16,29,"Y"
"283923f8-5e69-47e2-84d5-c19b60bdec1f",335,27,"P","M",4791,"Y","S",1,"C","N","L","N","L",13,38,"N"
"759b44ae-c490-4ac1-a23f-b80aa756f495",218,29,"M","M",3189,"N","S",1,"C","Y","L","N","L",26,56,"N"
"3140086d-4a85-4de3-abcf-54c62df41702",682,43,"D","F",11139,"N","O",6,"C","N","L","N","L",15,21,"N"
"d5528508-16ef-452f-b709-4428f54189a0",224,21,"B","M",2954,"N","O",7,"C","Y","L","N","L",26,15,"N"
"48093746-c40f-403f-a4aa-794ac6acbf01",599,44,"B","M",9852,"Y","O",3,"P","N","L","N","L",30,10,"N"
"d398646c-d8c5-4dd0-ae1e-cc869cfc87fb",1998,52,"D","F",9989,"Y","O",8,"P","Y","M","Y","H",12,18,"Y"
"c68751b5-5b80-4f2d-9602-c5b7d3114351",791,33,"D","M",6006,"N","S",1,"C","Y","L","N","H",25,29,"N"
"c2ab9e4c-118b-4d87-95d5-22e6b66a47ca",1949,59,"D","F",9743,"Y","O",5,"P","N","H","Y","H",23,42,"Y"
"f0b64301-6f2b-4ebb-be4c-62a217416cbd",1742,48,"H","M",8711,"N","O",2,"P","Y","M","Y","H",7,19,"Y"
"d7e5012e-c509-447e-95ee-81f9c9e9aa05",760,29,"H","M",3799,"N","M",3,"C","Y","L","N","L",23,1,"N"
"aabcb272-7321-4c7d-86d8-fa0015dec1ca",2333,55,"B","M",11664,"Y","O",0,"C","N","H","Y","H",22,0,"Y"
"05837c8d-806b-4f7b-becc-9ab1ce49ea9f",991,33,"H","F",4957,"Y","S",1,"P","N","M","N","L",29,47,"N"
"1d9cb046-0ae7-417d-baa3-a10a182e0f13",484,20,"M","F",7384,"Y","M",2,"C","N","L","N","L",27,5,"N"
"a899c3a4-90a0-43c5-8aa7-b545dfe181fc",3062,54,"B","M",15310,"Y","O",3,"C","Y","H","Y","L",7,29,"Y"
"bfb8430c-9708-40e3-96a7-a491a05a432c",294,24,"D","F",4060,"N","O",6,"C","Y","H","N","H",12,29,"N"
"c425005b-e8ad-4c5f-9e13-7bac294e571f",1962,49,"M","M",9810,"Y","S",1,"P","Y","M","Y","L",17,14,"Y"
"3a23b073-729a-48dc-86a4-c82860409750",215,21,"P","M",3527,"N","S",2,"C","Y","L","N","L",15,3,"N"
"1e06531d-bd83-4e5d-99b3-e213866f68d1",215,24,"H","M",3495,"Y","S",1,"C","N","L","N","L",23,26,"N"
"6d91b80c-4e76-4c5d-abb4-763a14a0f686",618,39,"D","M",6114,"N","M",1,"P","Y","L","N","L",22,47,"N"
"94afe9aa-6859-46da-8d89-9b656db57428",217,21,"D","M",2863,"N","S",1,"C","N","L","N","L",12,45,"N"
"c5ad9258-f229-46c3-b70c-472bbe1a0eec",3214,51,"P","M",16068,"Y","S",1,"P","Y","H","Y","H",23,33,"Y"
"9296e670-7655-4a42-ad24-4f23067307ea",385,20,"B","M",3843,"N","M",8,"C","N","L","N","L",13,3,"N"
"29c13a8e-5a90-4b96-9ea8-e3018b344cb9",380,33,"B","F",5772,"Y","S",1,"C","N","L","N","L",4,5,"N"
"e1b5c449-5893-4f40-9047-26c15b7ce388",2749,52,"H","M",13744,"N","O",1,"P","N","M","Y","H",25,13,"Y"
"ae5bc2cc-1906-429f-bee9-1387814668e2",248,24,"D","M",3414,"N","O",3,"P","Y","L","N","H",20,15,"N"
"6f982747-84f9-4bb3-ae2c-8891c2e5307c",23,25,"H","M",3856,"N","S",1,"C","N","L","N","L",29,3,"N"
"cbb2ac98-9960-4324-a431-baf8b45cd5e3",1912,44,"H","M",9562,"Y","S",1,"P","Y","M","Y","H",17,50,"Y"
"a9772006-fb86-4d05-b144-bdfc7e90e8a0",49,58,"B","M",15377,"Y","O",4,"C","N","L","N","H",24,4,"N"
"46b56412-538c-4857-a874-6995df976dd0",639,35,"H","M",6131,"N","M",3,"P","N","L","N","L",8,52,"N"
"b95851fb-20ac-4f23-8b59-1044daf72323",2833,51,"D","M",14167,"Y","S",1,"C","N","M","Y","H",16,53,"Y"
"27d70972-3308-4ed1-8900-bf4407514e3a",1586,49,"H","M",7932,"Y","O",6,"P","N","M","Y","L",24,25,"N"
"89b6f7a9-c8bc-46f1-b18d-a5fe5409a820",526,43,"B","M",8586,"Y","O",8,"C","N","L","N","L",8,4,"N"
"8c204619-7bc6-41c4-ac8f-02c36d027ab4",3111,47,"B","F",15557,"Y","M",4,"P","Y","H","Y","H",3,50,"Y"
"89342b72-d608-418e-99df-1c1f0f87c022",69,50,"P","M",14167,"Y","O",0,"P","N","L","N","L",21,54,"N"
"e33ca8ef-f62f-496e-9415-63450d9adc11",775,36,"D","F",6030,"N","S",1,"C","N","L","N","L",8,25,"N"
"2808b89c-f617-41e9-8652-e6ec0cf3840e",600,40,"D","M",4813,"Y","O",2,"C","N","L","Y","L",2,25,"N"
"412157c5-7f01-428b-a914-ed75982745cc",3439,57,"M","M",17197,"Y","O",1,"C","N","H","Y","H",21,52,"Y"
"bbec0fc7-1a9c-46b7-94e3-929bb1c188e4",2588,46,"P","M",12940,"Y","O",0,"P","Y","L","Y","H",16,33,"Y"
"8ce7d6bc-ac6c-4ed8-9632-b6fe878f6151",2938,48,"B","M",14688,"Y","S",1,"P","Y","H","Y","H",3,3,"Y"
"c3c44cc8-a37d-4747-8600-8a15aada50fa",50,59,"H","M",15701,"Y","S",1,"P","N","H","Y","L",7,28,"N"
"e3cad58f-c6b1-43f7-bc0f-6ceaaaf07dff",2895,49,"M","F",14477,"Y","M",1,"P","Y","H","Y","H",28,3,"Y"
"b3a2e387-4d2d-4d8e-8e44-284f55d7e499",62,34,"B","M",5573,"N","S",1,"P","N","L","N","H",10,22,"N"
"2d9ec58d-bcc1-4bc8-94bb-f2cff461befe",1761,54,"D","M",8805,"Y","S",1,"P","N","H","Y","H",18,18,"Y"
"a42c6cc6-c918-419f-b389-5a69b810f936",1999,58,"B","F",9995,"Y","M",3,"P","N","H","N","H",16,48,"Y"
"7dbca07f-2ce3-414f-a885-243ab5f37ddc",345,31,"B","M",5139,"N","S",1,"P","Y","L","N","L",18,7,"N"
"e90b3e0a-a6bf-46f0-a3a7-fdace8514b57",76,50,"M","M",9992,"Y","S",1,"C","N","M","Y","H",5,38,"N"
"0f76289f-3cbd-4622-bf49-022a2d5373fb",130,18,"D","F",4591,"Y","O",3,"C","N","L","Y","L",3,60,"N"
"b3afe807-d90d-459e-ab6e-2c7979ba6059",276,20,"M","F",3125,"N","M",4,"C","Y","L","N","H",6,28,"N"
"9019662d-9664-4a6b-8c8c-846fac1a4607",387,38,"D","F",6115,"N","S",1,"C","Y","L","N","L",21,45,"N"
"eb18fdc0-5651-4752-a2e5-2ff168cca6e5",2365,41,"M","M",11826,"Y","M",0,"P","N","M","Y","H",12,52,"Y"
"ed9e8bb1-7082-456f-b2ca-96a48208aea0",1933,59,"P","F",9664,"N","M",2,"P","Y","M","Y","L",28,0,"Y"
"be067883-9513-4dc9-acb1-6ce75ce05242",3128,46,"M","F",15640,"Y","M",7,"P","N","L","Y","H",7,10,"Y"
"1585d624-370d-40d9-9e80-47cf36d98e10",1191,48,"H","M",5954,"N","S",1,"P","N","H","Y","H",18,4,"N"
"ebc99a7f-a074-4df7-921b-74665b997315",843,31,"P","F",4795,"N","S",1,"C","Y","M","N","H",15,10,"N"
"922a5080-b69e-47d5-8159-89541a2dbc3b",1957,43,"B","M",10657,"Y","S",1,"C","Y","M","N","L",29,0,"N"
"4066e787-f3d4-47df-8872-cd985b4378dc",1962,52,"M","M",9811,"Y","S",1,"P","N","H","Y","H",19,23,"Y"
"f631b7e5-04d2-4673-b9d1-35b95577b2d5",2752,45,"M","M",13761,"N","M",2,"P","Y","H","Y","L",21,38,"Y"
"46218e61-6c46-482b-8472-8d3d26b54749",888,41,"P","M",14328,"Y","O",8,"P","N","L","N","L",11,11,"N"
"30e20511-ce1a-4a6d-9e01-7e088df483b7",311,34,"M","F",4755,"N","S",1,"C","N","L","N","L",12,15,"N"
"b54bfa7f-2aeb-41eb-8fee-bc4713c2b60d",1813,42,"M","F",9067,"Y","M",4,"C","Y","H","Y","H",21,53,"Y"
"95f95bc7-75de-4377-85aa-7964b2137284",714,40,"M","F",9954,"Y","M",1,"P","N","L","N","L",23,54,"N"
"3e4c9456-23ec-4180-ae2e-fb2cc9ad40c0",761,43,"H","M",12424,"Y","S",1,"P","Y","L","N","L",2,35,"N"
"8de0575a-5d4f-4c54-ae50-0a04fa428c58",2505,60,"B","M",12523,"Y","M",6,"P","N","H","Y","H",4,59,"Y"
"33e3194f-a935-4980-90c4-0cab809f3887",2694,60,"B","F",13470,"Y","M",6,"P","Y","H","Y","H",6,51,"Y"
"cf5a0ac9-6952-491a-9f04-e6dc4986057f",565,26,"B","F",3996,"N","O",1,"C","Y","L","N","L",19,57,"N"
"f52630e2-ba23-4577-91e3-086a732fb683",2454,51,"D","M",12271,"Y","O",8,"P","N","M","Y","H",18,59,"Y"
"8b08e54c-97de-4793-8fd1-900c50bcf55a",146,22,"D","M",3908,"N","S",1,"C","Y","L","N","L",8,22,"N"
"97fb20bc-c433-4a57-9a0b-926ba2080d76",16,22,"H","F",2985,"N","O",0,"P","N","L","N","L",29,9,"N"
"61828a26-10bf-44f6-a62a-e21abf0242b3",2085,53,"M","F",10426,"Y","O",6,"P","Y","H","N","H",22,60,"Y"
"f96a72b0-9dd0-474e-b44f-c2360991fdf8",1075,35,"H","M",5376,"N","M",6,"P","Y","M","Y","L",20,2,"Y"
"410c8f43-c55d-46e5-8262-2e1217aa8f9e",2058,50,"H","M",10290,"Y","S",1,"C","N","H","Y","H",9,45,"Y"
"7d0e3f9f-0a82-4446-9233-edecaa9a31c6",251,28,"P","F",3637,"N","O",6,"C","Y","L","N","L",16,53,"N"
"5da8ae03-d42f-447c-a6c1-d7209f6d6461",1735,49,"H","F",8676,"Y","M",6,"C","Y","H","Y","H",2,2,"Y"
